Date,Time,Zip_Code,Neighborhood,Police_Zone,Incident_Description,Council_District
2017-01-04,17:00:00,15207,Hazelwood,4,99,5
2017-01-04,16:25:00,15222,Central Business District,2,99,6
2017-01-08,01:45:00,15212,North Shore,1,99,1
2017-01-05,18:00:00,15214,Northview Heights,1,99,1
2016-12-29,09:59:00,15217,Squirrel Hill South,4,99,5
2016-12-26,22:00:00,15213,West Oakland,4,99,8
2016-12-31,02:14:00,15210,Allentown,3,99,3
2016-12-27,20:25:00,15211,Mount Washington,3,99,2
2016-12-30,07:29:00,15210,Carrick,3,99,4
2016-12-27,14:00:00,15233,Allegheny West,1,99,1
2016-12-31,13:05:00,15217,Greenfield,4,99,5
2016-12-28,18:30:00,15217,Greenfield,4,99,5
2016-12-27,21:30:00,15213,West Oakland,4,99,6
2016-12-28,21:02:00,15207,Hazelwood,4,99,5
2016-12-27,15:58:00,15211,Mount Washington,3,99,2
2016-12-28,05:22:00,15212,East Allegheny,1,99,1
2016-12-31,21:30:00,15219,Bluff,2,99,6
2017-01-01,10:51:00,15212,Marshall-Shadeland,1,99,1
2016-12-30,03:00:00,15210,Allentown,3,99,3
2017-01-01,05:11:00,15203,South Side Flats,3,99,3
2016-12-26,17:09:00,15203,South Side Flats,3,99,3
2016-12-26,22:15:00,15212,Troy Hill,1,99,1
2017-01-01,04:04:00,15212,Marshall-Shadeland,1,99,1
2016-12-27,16:19:00,15106,Outside City,OSC,99,
2016-12-28,03:30:00,15210,Knoxville,3,99,3
2017-01-01,19:37:00,15206,Garfield,5,99,9
2017-01-04,13:18:00,15233,Chateau,1,99,1
2016-12-28,19:52:00,15213,West Oakland,4,99,8
2017-01-02,14:03:00,15212,Central North Side,1,99,6
2016-12-31,20:00:00,15212,California-Kirkbride,1,99,6
2016-12-31,20:30:00,15222,North Shore,1,99,6
2017-01-02,00:01:00,15208,Homewood South,5,99,9
2017-01-01,20:00:00,one 6,,6,99,
2017-01-04,00:01:00,15214,Fineview,1,99,6
2017-01-07,18:00:00,15219,West Oakland,4,99,6
2017-01-02,15:00:00,15206,Highland Park,5,99,7
2017-01-03,04:03:00,15212,Brighton Heights,1,99,1
2017-01-05,10:55:00,15207,Hazelwood,4,99,5
2017-01-05,11:38:00,15210,Knoxville,3,99,3
2017-01-08,00:50:00,15203,South Side Flats,3,99,3
2017-01-08,00:51:00,15203,South Side Flats,3,99,3
2017-01-04,11:40:00,15217,Squirrel Hill South,4,99,5
2017-01-06,15:21:00,15221,East Hills,5,99,9
2017-01-06,19:00:00,15216,Beechview,6,99,4
2017-01-22,17:20:00,15212,Fineview,1,99,6
2017-01-07,05:02:00,15204,Sheraden,6,99,2
2017-01-09,01:09:00,15210,St. Clair,3,99,3
2016-12-29,18:04:00,15212,Marshall-Shadeland,1,99,1
2016-12-30,07:30:00,15217,Squirrel Hill South,4,99,5
2017-01-10,12:00:00,15210,Beltzhoover,3,99,3
2017-01-09,16:30:00,15210,Knoxville,3,99,3
2017-01-06,02:02:00,15203,South Side Flats,3,99,3
2016-12-31,17:01:00,15216,Beechview,6,99,4
2017-01-11,22:27:00,15220,West End,6,99,2
2017-01-01,00:05:00,15212,Marshall-Shadeland,1,99,1
2017-01-01,00:02:00,15214,Perry North,1,99,1
2017-01-02,09:00:00,", PA ",Outside City,OSC,99,
2017-01-04,03:19:00,15226,Bon Air,3,99,2
2017-01-05,12:45:00,15221,North Oakland,5,99,9
2017-01-04,17:55:00,15210,Knoxville,3,99,
2017-01-06,08:35:00,15208,Homewood South,5,99,9
2017-01-05,15:50:00,15204,Chartiers City,6,99,2
2016-12-26,17:00:00,15210,Knoxville,3,99,3
2016-12-27,01:27:00,15222,Central Business District,2,99,6
2017-01-07,15:27:00,15212,Allegheny Center,1,99,1
2017-01-09,17:10:00,15212,East Allegheny,1,99,1
2017-01-09,09:58:00,15212,Brighton Heights,1,99,1
2016-12-28,21:15:00,15219,Bluff,2,99,6
2017-01-09,19:31:00,15211,Mount Washington,3,99,2
2017-01-10,13:20:00,15222,Central Business District,2,99,6
2017-01-10,22:15:00,15219,Central Business District,2,99,6
2016-12-30,06:55:00,15213,North Oakland,4,99,8
2017-01-03,20:08:00,15208,Homewood North,5,99,9
2017-01-11,12:20:00,15211,Mount Washington,3,99,2
2017-01-11,11:14:00,15234,Overbrook,3,99,4
2017-01-11,04:45:00,15222,Central Business District,2,99,3
2017-01-11,13:05:00,15219,Polish Hill,2,99,7
2017-01-11,14:30:00,15224,Bloomfield,5,99,7
2017-01-11,15:30:00,15214,Perry South,1,99,6
2017-01-11,14:48:00,15206,East Liberty,5,99,9
2016-12-30,14:30:00,15226,Brookline,6,99,4
2017-01-01,02:25:00,15204,Sheraden,6,99,2
2017-01-01,01:27:00,15204,Sheraden,6,99,2
2017-01-11,06:20:00,15216,Banksville,6,99,2
2017-01-03,13:10:00,15219,Bluff,2,99,6
2017-01-11,11:04:00,15221,Point Breeze,4,99,9
2017-01-03,00:01:00,15226,Brookline,6,99,4
2017-01-11,19:04:00,15226,Brookline,6,99,4
2017-01-11,20:40:00,15213,Central Oakland,4,99,3
2017-01-03,20:35:00,15212,East Allegheny,1,99,1
2017-01-11,00:01:00,15214,Spring Hill-City View,1,99,1
2016-12-26,01:31:00,15210,Carrick,3,99,4
2016-12-26,00:47:00,15212,Brighton Heights,1,99,1
2017-01-12,03:10:00,15218,Swisshelm Park,4,99,5
2017-01-06,05:10:00,15219,Crawford-Roberts,2,99,6
2017-01-03,17:30:00,15216,Beechview,6,99,4
2016-12-28,10:03:00,15213,Shadyside,4,99,8
2016-12-29,00:00:00,15216,Beechview,6,99,4
2016-12-29,03:10:00,15210,South Side Slopes,3,99,3
2017-01-11,18:25:00,15222,Central Business District,2,99,6
2017-01-08,14:39:00,15206,Highland Park,5,99,7
2017-01-08,20:16:00,15147,Lincoln-Lemington-Belmar,5,99,7
2016-12-27,00:05:00,15234,Overbrook,3,99,4
2017-01-12,04:40:00,15217,Squirrel Hill South,4,99,5
2017-01-07,03:56:00,15148,Outside City,OSC,99,
2017-01-06,23:30:00,15219,Bluff,2,99,6
2016-12-29,10:46:00,15210,Carrick,3,99,4
2017-01-11,18:41:00,15210,Knoxville,3,99,
2017-01-09,13:00:00,15219,Bedford Dwellings,2,99,6
2016-12-27,06:55:00,15212,Brighton Heights,1,99,1
2017-01-11,15:32:00,15214,Perry North,1,99,1
2017-01-11,16:25:00,15212,Brighton Heights,1,99,1
2017-01-08,13:58:00,15220,Elliott,6,99,2
2017-01-06,19:55:00,15219,Central Business District,2,99,
2017-01-01,02:15:00,15214,Perry North,1,99,1
2017-01-01,05:20:00,15213,Central Oakland,4,99,3
2017-01-01,16:04:00,15233,Manchester,1,99,6
2017-01-01,16:23:00,15212,Central Business District,1,99,1
2016-12-26,15:00:00,15206,Lincoln-Lemington-Belmar,5,99,9
2016-12-27,16:30:00,15207,Lincoln Place,4,99,5
2017-01-02,01:45:00,15207,Lincoln Place,4,99,5
2017-01-02,15:50:00,15204,Sheraden,6,99,2
2017-01-02,15:00:00,15213,Polish Hill,2,99,7
2016-12-28,11:44:00,15213,West Oakland,4,99,8
2016-12-26,15:59:00,15212,Brighton Heights,1,99,1
2017-01-03,15:45:00,15210,Overbrook,3,99,4
2017-01-03,19:05:00,15213,North Oakland,4,99,6
2017-01-07,14:15:00,02439,Outside City,5,99,
2016-12-29,21:51:00,15226,Bon Air,3,99,4
2016-12-30,01:00:00,15212,Allegheny Center,1,99,1
2016-12-30,10:20:00,15222,Central Business District,2,99,6
2016-12-27,00:01:00,15201,Central Lawrenceville,2,99,7
2016-12-28,03:24:00,15216,Beechview,6,99,4
2017-01-05,04:35:00,15220,Elliott,6,99,2
2017-01-05,07:14:00,15206,Lincoln-Lemington-Belmar,5,99,9
2016-12-30,13:10:00,15208,Homewood North,5,99,9
2016-12-30,21:04:00,15213,South Oakland,4,99,3
2016-12-29,11:00:00,15222,Central Business District,2,99,6
2017-01-05,21:30:00,15210,Carrick,3,99,4
2016-12-31,00:15:00,15204,Windgap,6,99,2
2016-12-31,12:02:00,15204,Sheraden,6,99,2
2017-01-08,17:00:00,15201,Lower Lawrenceville,2,99,7
2017-01-08,17:34:00,15206,East Liberty,5,99,9
2017-01-08,19:57:00,15218,Swisshelm Park,4,99,5
2017-01-01,16:20:00,15212,East Allegheny,1,99,1
2017-01-07,06:15:00,15226,Brookline,6,99,4
2017-01-08,17:00:00,15233,Manchester,1,99,6
2016-12-26,07:30:00,15213,West Oakland,4,99,6
2016-12-26,08:40:00,15205,Westwood,6,99,2
2016-12-26,16:15:00,15212,Central North Side,1,99,1
2017-01-01,00:01:00,15210,Allentown,3,99,3
2017-01-03,13:20:00,15208,Homewood West,5,99,9
2017-01-03,15:35:00,15214,Northview Heights,1,99,1
2017-01-03,12:59:00,15203,South Side Slopes,3,99,3
2017-01-04,06:32:00,15226,Beechview,6,99,
2017-01-04,10:45:00,15219,Upper Hill,2,99,6
2017-01-04,21:08:00,15206,Lincoln-Lemington-Belmar,5,99,9
2017-01-10,15:34:00,15212,East Allegheny,1,99,1
2017-01-08,17:49:00,15220,Elliott,6,99,2
2017-01-04,20:00:00,15212,Marshall-Shadeland,1,99,1
2016-12-28,11:00:00,15222,Central Business District,2,99,
2016-12-30,10:49:00,15210,Knoxville,3,99,
2016-12-30,12:47:00,15206,East Liberty,5,99,9
2017-01-04,15:30:00,15212,East Allegheny,1,99,1
2017-01-04,16:00:00,15214,Perry South,1,99,1
2017-01-02,13:29:00,15216,Beechview,6,99,2
2017-01-10,18:44:00,15214,Northview Heights,1,99,1
2017-01-10,20:21:00,15210,Allentown,3,99,3
2016-12-31,18:20:00,15206,Highland Park,5,99,7
2016-12-31,19:41:00,15210,Carrick,3,99,4
2017-01-01,03:25:00,15212,Central North Side,1,99,1
2017-01-01,13:13:00,15210,Knoxville,3,99,3
2017-01-05,09:30:00,15212,Allegheny Center,1,99,1
2016-12-26,16:12:00,15226,Brookline,6,99,4
2017-01-04,13:15:00,15219,Central Business District,2,99,6
2017-01-08,13:00:00,15204,Sheraden,6,99,2
2017-01-08,02:35:00,15203,South Side Flats,3,99,3
2016-12-26,18:12:00,15212,East Allegheny,1,99,1
2017-01-11,07:52:00,15219,South Shore,3,99,3
2017-01-02,12:45:00,15227,Hays,3,99,5
2017-01-03,15:35:00,15212,Central North Side,1,99,1
2017-01-06,20:22:00,15214,Northview Heights,1,99,1
2017-01-06,23:13:00,15212,Allegheny Center,1,99,1
2017-01-09,00:21:00,15212,Allegheny Center,1,99,1
2017-01-11,10:54:00,15201,Stanton Heights,5,99,9
2017-01-03,15:00:00,15211,Mount Washington,3,99,2
2017-01-04,15:48:00,15206,East Liberty,5,99,7
2017-01-07,17:22:00,15212,Marshall-Shadeland,1,99,1
2017-01-09,00:01:00,15206,Lincoln-Lemington-Belmar,5,99,9
2017-01-09,15:00:00,15212,East Allegheny,1,99,1
2017-01-09,17:30:00,15203,South Side Flats,3,99,3
2017-01-04,19:00:00,15210,Arlington,3,99,
2017-01-08,09:00:00,15206,East Liberty,5,99,9
2017-01-10,02:40:00,15220,Ridgemont,6,99,2
2017-01-10,00:10:00,15201,Central Lawrenceville,2,99,7
2017-01-11,11:40:00,15068,Outside County,OSC,99,
2017-01-08,18:00:00,15212,North Shore,1,99,1
2017-01-10,01:38:00,15210,St. Clair,3,99,3
2017-01-06,13:42:00,15206,East Liberty,5,99,9
2017-01-07,20:30:00,15220,West End,6,99,7
2017-01-09,15:40:00,15210,South Side Slopes,3,99,3
2017-01-09,23:59:00,15219,Duquesne Heights,3,99,2
2017-01-10,10:08:00,15219,Central Business District,2,99,6
2017-01-09,10:00:00,15204,Sheraden,6,99,2
2017-01-10,09:44:00,15222,Central Business District,2,99,6
2017-01-10,10:50:00,15224,Garfield,5,99,7
2017-01-09,09:30:00,15219,Crawford-Roberts,2,99,6
2017-01-02,17:30:00,15232,Friendship,5,99,7
2017-01-10,15:47:00,15207,Lincoln Place,4,99,5
2017-01-10,20:30:00,15216,Beechview,6,99,2
2017-01-08,20:00:00,15212,North Shore,1,99,1
2016-12-31,18:00:00,15222,Central Business District,2,99,6
2016-12-27,22:56:00,15212,Brighton Heights,1,99,1
2016-12-28,03:23:00,15206,Lincoln-Lemington-Belmar,5,99,9
2016-12-29,19:06:00,15205,Westwood,6,99,2
2016-12-27,11:42:00,15226,Brookline,6,99,4
2016-12-29,21:07:00,15212,Brighton Heights,1,99,1
2016-12-29,22:30:00,15226,Brookline,6,99,4
2016-12-28,03:05:00,one 3,,3,99,
2017-01-01,02:45:00,15213,North Oakland,4,99,8
2017-01-01,16:30:00,15220,Elliott,6,99,2
2017-01-02,06:31:00,15207,Central Oakland,4,99,7
2017-01-02,14:41:00,15211,Mount Washington,3,99,3
2017-01-02,18:43:00,15213,North Oakland,4,99,8
2017-01-03,02:22:00,15222,Central Business District,2,99,6
2016-12-28,11:45:00,15213,Squirrel Hill South,4,99,3
2017-01-02,11:04:00,15212,Allegheny Center,1,99,1
2016-12-31,17:10:00,15222,Central Business District,2,99,6
2017-01-03,20:30:00,15210,Beltzhoover,3,99,3
2017-01-04,03:00:00,15212,St. Clair,1,99,
2017-01-01,17:42:00,15224,Bloomfield,5,99,7
2016-12-30,12:46:00,15206,East Liberty,5,99,9
2017-01-03,20:20:00,15210,Carrick,3,99,4
2016-12-27,16:00:00,15211,Mount Washington,3,99,2
2017-01-06,10:30:00,15222,Central Business District,2,99,6
2017-01-07,17:16:00,15204,Sheraden,6,99,2
2016-12-31,11:05:00,15216,Beechview,6,99,2
2017-01-03,01:30:00,15214,Northview Heights,1,99,6
2017-01-10,00:32:00,15212,East Allegheny,1,99,1
2017-01-10,18:24:00,15201,Lower Lawrenceville,2,99,7
2017-01-10,20:00:00,15222,Central Business District,2,99,6
2017-01-05,01:00:00,15208,Point Breeze North,4,99,9
2017-01-08,01:59:00,15226,Beechview,6,99,4
2017-01-06,10:27:00,15208,Homewood South,5,99,9
2017-01-07,10:30:00,15232,Squirrel Hill North,4,99,8
2017-01-09,03:45:00,15235,Outside City,OSC,99,
2017-01-06,10:29:00,15210,Allentown,3,99,3
2017-01-09,10:07:00,15222,Strip District,2,99,7
2017-01-23,09:45:00,15212,East Allegheny,1,99,1
2017-01-21,00:40:00,15212,Brighton Heights,1,99,
2017-01-21,03:15:00,15206,East Liberty,5,99,9
2017-01-17,08:00:00,15213,Terrace Village,2,99,6
2017-01-13,14:30:00,15204,Windgap,6,99,2
2017-01-13,21:25:00,15203,South Side Flats,3,99,3
2017-01-14,05:34:00,15210,Brookline,6,99,4
2017-01-15,14:40:00,15220,Elliott,6,99,2
2017-01-09,01:07:00,15206,Lincoln-Lemington-Belmar,5,99,9
2017-01-15,12:45:00,15214,Northview Heights,1,99,1
2017-01-20,22:50:00,15210,Carrick,3,99,4
2017-01-21,14:12:00,15206,East Liberty,5,99,8
2017-01-13,18:52:00,15213,Shadyside,4,99,8
2017-01-14,14:55:00,15232,Friendship,5,99,7
2017-01-12,11:00:00,15206,Lincoln-Lemington-Belmar,5,99,9
2017-01-11,17:35:00,15216,Banksville,6,99,4
2017-01-18,22:45:00,15212,East Allegheny,1,99,1
2017-01-16,19:20:00,15217,Greenfield,4,99,5
2017-01-18,16:00:00,15213,North Oakland,4,99,6
2017-01-14,07:46:00,15212,Perry South,1,99,6
2017-01-19,02:59:00,15216,Beechview,6,99,4
2017-01-18,15:00:00,15233,Chateau,1,99,6
2017-01-20,18:30:00,15210,Knoxville,3,99,3
2017-01-13,16:15:00,15207,Hays,4,99,5
2017-01-14,20:33:00,15222,Central Business District,2,99,6
2017-01-15,02:13:00,15203,South Side Flats,3,99,3
2017-01-18,16:25:00,15203,South Side Flats,3,99,2
2017-01-22,06:45:00,15211,Mount Washington,3,99,2
2017-01-22,10:30:00,15201,Bloomfield,5,99,7
2017-01-13,20:45:00,15222,Central Business District,2,99,6
2017-01-17,13:23:00,15212,Brighton Heights,1,99,1
2017-01-20,10:19:00,15201,Upper Lawrenceville,2,99,7
2017-01-23,10:35:00,15235,Outside City,OSC,99,
2017-01-23,17:52:00,15226,Brookline,6,99,4
2017-01-13,06:30:00,15204,Sheraden,6,99,2
2017-01-16,08:21:00,15212,Perry South,1,99,6
2017-01-17,15:45:00,15204,Windgap,6,99,2
2017-01-20,11:00:00,15212,Central North Side,1,99,6
2017-01-13,13:36:00,15212,Allegheny Center,1,99,1
2017-01-13,09:40:00,15207,Hays,4,99,5
2017-01-19,23:20:00,15201,Central Lawrenceville,2,99,7
2017-01-14,02:29:00,15203,South Side Flats,3,99,3
2017-01-14,12:35:00,15203,South Side Flats,3,99,3
2017-01-08,21:00:00,15212,North Shore,1,99,1
2017-01-23,10:47:00,15220,Ridgemont,6,99,2
2017-01-17,10:54:00,15220,West End,6,99,
2017-01-13,12:32:00,15219,Bluff,2,99,6
2017-01-12,12:43:00,15217,Squirrel Hill South,4,99,5
2017-01-12,11:15:00,15226,Brookline,6,99,4
2017-01-08,19:00:00,15212,North Shore,1,99,1
2017-01-14,03:15:00,15207,Lincoln Place,4,99,5
2017-01-20,07:19:00,15219,Bluff,2,99,
2017-01-20,15:20:00,15233,Central North Side,1,99,1
2017-01-14,12:30:00,15227,Carrick,3,99,4
2017-01-16,02:30:00,15203,South Side Flats,3,99,3
2017-01-13,21:58:00,", PA ",Outside City,OSC,99,
2017-01-14,22:13:00,15212,Allegheny Center,1,99,1
2017-01-15,09:00:00,15217,Squirrel Hill South,4,99,5
2017-01-12,09:30:00,15205,Oakwood,6,99,2
2017-01-14,02:20:00,15203,South Side Flats,3,99,3
2017-01-14,15:00:00,15210,Carrick,3,99,4
2017-01-14,01:26:00,15203,South Side Flats,3,99,3
2017-01-14,01:30:00,15204,Sheraden,6,99,2
2017-01-20,01:15:00,15216,Beechview,6,99,4
2017-01-14,00:30:00,15203,South Side Flats,3,99,3
2017-01-14,01:13:00,15203,South Side Flats,3,99,3
2017-01-15,11:15:00,15219,Central Business District,2,99,6
2017-01-16,16:01:00,15226,Brookline,6,99,4
2017-01-20,20:00:00,15210,Carrick,3,99,4
2017-01-11,13:18:00,15217,Greenfield,4,99,5
2017-01-19,20:24:00,15210,Carrick,3,99,4
2017-01-14,11:41:00,15220,Elliott,6,99,2
2017-01-12,15:15:00,15208,Homewood South,5,99,9
2017-01-15,16:39:00,15206,East Liberty,5,99,9
2017-01-17,20:18:00,15224,Bloomfield,5,99,7
2016-12-28,18:00:00,15219,Central Business District,2,99,6
2017-01-17,21:03:00,15205,Westwood,6,99,2
2017-01-18,20:17:00,15210,Arlington,3,99,3
2017-01-21,02:49:00,15227,Carrick,3,99,4
2017-01-14,15:00:00,15210,Carrick,3,99,4
2017-01-18,20:55:00,15203,South Side Flats,3,99,3
2017-01-22,01:33:00,15212,North Shore,1,99,1
2017-01-05,23:59:00,15210,Arlington,3,99,3
2017-01-16,12:20:00,15223,Outside City,OSC,99,
2017-01-19,06:29:00,15212,California-Kirkbride,1,99,6
2017-01-19,23:57:00,15206,Garfield,5,99,9
2017-01-20,20:28:00,15205,Crafton Heights,6,99,2
2017-01-13,02:21:00,15203,South Side Flats,3,99,3
2017-01-23,17:10:00,15212,Spring Hill-City View,1,99,1
2017-01-20,01:44:00,15203,South Side Flats,3,99,3
2017-01-22,03:15:00,15204,Windgap,6,99,
2017-01-18,08:00:00,15208,Homewood South,5,99,9
2017-01-21,00:36:00,15212,Allegheny Center,1,99,1
2017-01-21,01:55:00,15201,Polish Hill,2,99,7
2017-01-21,10:00:00,15210,Allentown,3,99,3
2017-01-19,17:37:00,15219,Crawford-Roberts,2,99,6
2017-01-16,08:10:00,15206,Highland Park,5,99,7
2017-01-21,19:00:00,15206,Bloomfield,5,99,9
2017-01-23,15:00:00,15207,Hazelwood,4,99,5
2017-01-24,23:00:00,15212,California-Kirkbride,1,99,6
2017-01-24,20:00:00,15206,Highland Park,5,99,9
2017-01-17,13:18:00,15217,Squirrel Hill South,4,99,5
2017-01-13,11:35:00,15217,Squirrel Hill North,4,99,8
2017-01-23,20:14:00,15233,Chateau,1,99,6
2017-01-24,15:50:00,15219,Middle Hill,2,99,6
2016-12-30,12:00:00,15210,Bon Air,3,99,4
2017-01-20,11:36:00,15212,Allegheny Center,1,99,1
2017-01-08,22:00:00,15220,West End,6,99,7
2017-01-18,10:20:00,15208,Homewood North,5,99,9
2017-01-17,10:10:00,15201,Upper Lawrenceville,2,99,7
2017-01-15,20:28:00,15210,Allentown,3,99,3
2017-01-11,18:00:00,15206,Morningside,5,99,7
2017-01-15,01:39:00,15210,Allentown,3,99,3
2017-01-15,02:07:00,15203,South Side Flats,3,99,3
2017-01-19,17:10:00,15212,Allegheny Center,1,99,1
2017-01-15,20:28:00,15210,Knoxville,3,99,3
2017-01-12,18:51:00,15210,Allentown,3,99,3
2017-01-13,22:24:00,15221,Point Breeze,4,99,9
2017-01-13,22:11:00,15222,Central Business District,2,99,6
2017-01-14,19:35:00,15213,South Oakland,4,99,6
2017-01-14,02:30:00,15217,Squirrel Hill South,4,99,5
2017-01-12,20:00:00,15207,Hays,4,99,5
2017-01-14,10:05:00,15219,Central Business District,2,99,6
2017-01-16,02:03:00,15203,South Side Flats,3,99,3
2017-01-15,01:44:00,15203,South Side Flats,3,99,3
2017-01-15,01:50:00,15203,South Side Flats,3,99,3
2017-01-16,00:18:00,15203,South Side Flats,3,99,3
2017-01-16,00:59:00,15203,South Side Flats,3,99,3
2017-01-14,13:00:00,15206,East Liberty,5,99,9
2017-01-14,02:22:00,15203,South Side Flats,3,99,3
2017-01-14,08:30:00,15210,Carrick,3,99,4
2017-01-18,19:50:00,15212,East Allegheny,1,99,1
2017-01-17,00:40:00,15213,North Oakland,4,99,8
2017-01-13,12:00:00,15210,Arlington,3,99,3
2017-01-18,13:11:00,15233,Manchester,1,99,6
2017-01-16,14:15:00,15206,Highland Park,5,99,7
2017-01-13,06:52:00,15210,Carrick,3,99,4
2017-01-18,17:00:00,15212,North Shore,1,99,1
2017-01-19,22:15:00,15212,East Allegheny,1,99,1
2017-01-12,15:26:00,15212,East Allegheny,1,99,1
2017-01-12,17:10:00,15206,East Liberty,5,99,8
2017-01-23,15:40:00,15207,Hazelwood,4,99,5
2017-01-16,00:39:00,15203,South Side Flats,3,99,3
2017-01-18,03:07:00,15219,Bedford Dwellings,2,99,6
2017-01-12,23:07:00,15219,Middle Hill,2,99,6
2017-01-10,13:30:00,", PA ",Middle Hill,2,99,6
2017-01-18,17:05:00,15208,Larimer,5,99,9
2017-01-21,03:11:00,15146,Outside City,OSC,99,
2017-01-21,08:14:00,15206,Morningside,5,99,7
2017-01-18,20:00:00,15201,Central Lawrenceville,2,99,7
2017-01-22,10:50:00,15210,Mount Oliver,3,99,
2017-01-19,17:53:00,15212,Spring Hill-City View,1,99,1
2017-01-19,17:57:00,15212,East Allegheny,1,99,1
2017-01-18,16:46:00,15217,Outside City,OSC,99,
2017-01-20,00:40:00,15203,South Side Flats,3,99,3
2017-01-23,13:25:00,15210,Brookline,6,99,4
2017-01-24,02:35:00,15216,Beechview,6,99,4
2017-01-18,16:25:00,15226,Brookline,6,99,4
2017-01-17,17:00:00,15226,Brookline,6,99,4
2017-01-15,01:01:00,15203,South Side Flats,3,99,3
2017-01-23,09:39:00,15224,Garfield,5,99,9
2017-01-21,11:30:00,one 1,,1,99,
2017-01-23,16:00:00,15226,Brookline,6,99,7
2017-01-21,06:05:00,15210,Allentown,3,99,3
2017-01-17,07:30:00,15212,Spring Hill-City View,1,99,1
2017-01-23,22:07:00,15207,Hazelwood,4,99,5
2017-01-12,10:55:00,15206,East Liberty,5,99,9
2017-01-24,16:34:00,15233,Manchester,1,99,1
2017-01-12,08:00:00,15214,Perry South,1,99,6
2017-01-21,08:42:00,15212,Marshall-Shadeland,1,99,1
2017-01-24,09:55:00,15219,Crawford-Roberts,2,99,6
2017-01-14,02:00:00,15203,South Side Flats,3,99,3
2017-01-14,20:20:00,15214,Perry South,1,99,6
2017-01-16,00:35:00,15210,Allentown,3,99,3
2017-01-13,17:08:00,15205,Crafton Heights,6,99,2
2017-01-12,14:27:00,15206,Shadyside,4,99,8
2017-01-15,02:50:00,15222,Central Business District,2,99,7
2017-01-15,01:15:00,15224,Bloomfield,5,99,7
2017-01-19,18:45:00,15219,Bluff,2,99,6
2017-01-19,17:30:00,15212,East Allegheny,1,99,1
2017-01-20,22:10:00,15219,Central Business District,2,99,6
2017-01-20,21:00:00,15201,Central Lawrenceville,2,99,7
2017-01-20,23:04:00,15219,Strip District,2,99,7
2017-01-17,22:30:00,15226,Brookline,6,99,4
2017-01-13,23:46:00,15203,South Side Flats,3,99,3
2017-01-13,02:14:00,15203,South Side Flats,3,99,3
2017-01-08,14:00:00,15221,East Hills,5,99,9
2017-01-19,07:00:00,15226,West End,6,99,4
2017-01-20,14:00:00,15206,East Liberty,5,99,8
2017-01-13,16:30:00,15212,Allegheny Center,1,99,1
2017-01-17,21:00:00,15212,Marshall-Shadeland,1,99,1
2017-01-19,01:30:00,15206,Lincoln-Lemington-Belmar,5,99,9
2017-01-18,13:44:00,15210,Allentown,3,99,3
2017-01-19,07:15:00,15217,Squirrel Hill South,4,99,5
2017-01-20,13:54:00,15219,Crawford-Roberts,2,99,6
2017-01-21,11:20:00,15213,West Oakland,4,99,6
2017-01-17,13:07:00,15219,Middle Hill,2,99,6
2017-01-18,18:05:00,15210,Outside City,OSC,99,
2017-01-19,19:15:00,15232,Shadyside,4,99,8
2017-01-19,22:39:00,15204,Sheraden,6,99,2
2017-01-17,21:16:00,15212,East Allegheny,1,99,1
2017-01-23,11:37:00,15210,Knoxville,3,99,3
2017-01-23,13:10:00,15234,Overbrook,3,99,4
2017-01-22,17:31:00,15216,Banksville,6,99,4
2017-01-19,17:57:00,15214,Perry North,1,99,1
2017-01-22,17:46:00,15203,South Side Flats,3,99,3
2017-01-22,11:49:00,15212,Allegheny Center,1,99,1
2017-01-22,12:00:00,15214,Perry North,1,99,1
2017-01-24,07:30:00,15206,East Liberty,5,99,9
2017-01-23,15:40:00,15206,Friendship,5,99,9
2017-01-22,02:05:00,15203,South Side Flats,3,99,3
2017-01-23,16:00:00,15224,Bloomfield,5,99,7
2017-01-24,17:20:00,15210,Knoxville,3,99,
2017-01-23,18:00:00,15212,Brighton Heights,1,99,1
2017-01-24,21:15:00,15212,East Allegheny,1,99,1
2017-01-19,06:20:00,15205,Westwood,6,99,2
2017-01-24,07:50:00,15211,Mount Washington,3,99,2
2017-01-19,11:53:00,15217,Squirrel Hill South,4,99,5
2017-01-24,11:04:00,15210,Beltzhoover,3,99,3
2017-01-04,17:15:00,15210,Beltzhoover,3,ACCIDENTAL FIRE,3
2017-01-13,22:13:00,15212,Marshall-Shadeland,1,ACCIDENTAL FIRE,1
2017-01-24,11:58:00,15221,East Hills,5,ACCIDENTAL FIRE,9
2017-01-11,11:07:00,15222,Central Business District,2,ACCIDENTAL FIRE,6
2017-01-07,22:20:00,15210,Allentown,3,AGG-ASSAULT,3
2017-01-06,21:37:00,15221,Homewood North,5,AGG-ASSAULT,9
2016-12-26,11:20:00,15206,East Liberty,5,AGG-ASSAULT,9
2016-12-29,02:58:00,15212,Spring Hill-City View,1,AGG-ASSAULT,1
2017-01-01,01:36:00,15203,South Side Flats,3,AGG-ASSAULT,3
2016-12-28,20:31:00,15212,East Allegheny,1,AGG-ASSAULT,1
2016-12-29,12:45:00,15212,East Allegheny,1,AGG-ASSAULT,1
2016-12-26,17:40:00,15212,Brighton Heights,1,AGG-ASSAULT,1
2017-01-01,04:46:00,15219,Bedford Dwellings,2,AGG-ASSAULT,6
2017-01-01,01:35:00,15213,South Oakland,4,AGG-ASSAULT,3
2017-01-04,11:00:00,15216,Beechview,6,AGG-ASSAULT,4
